OrderID,CustomerID,CustomerName,OrderDate,RestaurantType,MenuCategory,ItemName,Quantity,UnitPrice,TotalPrice,PaymentMethod,ServerName,TableNumber,DayOfWeek,TimeOfDay,SpecialRequest
2906,C177,Christopher Blankenship,2025-05-20 12:05,Takeaway,Beverage,Green Smoothie,2,18.21,36.42,Cash,-,-,Tuesday,Lunch,No onions
2907,C177,Christopher Blankenship,2025-07-19 12:05,Takeaway,Beverage,Mojito,3,15.93,47.79,Mobile Payment,-,-,Saturday,Lunch,
2908,C177,Christopher Blankenship,2025-08-09 20:45,Dine-In,Beverage,Mojito,2,14.28,28.56,Cash,Ana,21,Saturday,Dinner,No onions
2909,C177,Christopher Blankenship,2025-04-28 19:35,Takeaway,Beverage,Cappuccino,2,16.17,32.34,Mobile Payment,-,-,Monday,Dinner,
2910,C177,Christopher Blankenship,2025-01-30 09:15,Dine-In,Food,Margherita Pizza,4,18.80,75.20,Card,Carlos,12,Thursday,Breakfast,Less sugar
2911,C177,Christopher Blankenship,2025-10-25 14:50,Takeaway,Food,Caesar Salad,2,17.39,34.78,Cash,-,-,Saturday,Lunch,Extra napkins
2912,C177,Christopher Blankenship,2025-02-23 20:50,Dine-In,Beverage,Cappuccino,2,18.61,37.22,Cash,Miguel,5,Sunday,Dinner,
2913,C177,Christopher Blankenship,2025-12-19 14:45,Delivery,Food,Caesar Salad,2,17.44,34.88,Mobile Payment,-,-,Friday,Lunch,
2914,C177,Christopher Blankenship,2025-09-14 20:35,Dine-In,Food,Sushi Roll,2,12.86,25.72,Mobile Payment,Valeria,9,Sunday,Dinner,
2915,C177,Christopher Blankenship,2025-06-13 21:40,Dine-In,Beverage,Cappuccino,3,15.50,46.50,Card,Carlos,21,Friday,Dinner,
2916,C177,Christopher Blankenship,2025-06-15 08:00,Dine-In,Food,Grilled Chicken,3,12.66,37.98,Cash,Miguel,26,Sunday,Breakfast,Extra napkins
2917,C177,Christopher Blankenship,2025-02-11 21:30,Takeaway,Beverage,Mojito,3,16.37,49.11,Cash,-,-,Tuesday,Dinner,Gluten-free
2918,C177,Christopher Blankenship,2025-05-13 09:45,Dine-In,Food,Caesar Salad,3,12.40,37.20,Mobile Payment,Ana,27,Tuesday,Breakfast,No onions
2919,C177,Christopher Blankenship,2025-07-01 18:05,Takeaway,Beverage,Latte,4,16.14,64.56,Card,-,-,Tuesday,Dinner,Gluten-free
2920,C177,Christopher Blankenship,2025-01-12 21:50,Takeaway,Food,Grilled Chicken,3,12.64,37.92,Cash,-,-,Sunday,Dinner,Less sugar
2921,C177,Christopher Blankenship,2025-07-23 09:00,Delivery,Beverage,Iced Tea,3,12.86,38.58,Card,-,-,Wednesday,Breakfast,Extra napkins
2922,C177,Christopher Blankenship,2025-01-24 12:10,Delivery,Food,Sushi Roll,3,18.82,56.46,Cash,-,-,Friday,Lunch,
2923,C177,Christopher Blankenship,2025-12-11 14:50,Dine-In,Beverage,Mineral Water,2,12.02,24.04,Card,Juan,17,Thursday,Lunch,Less sugar
2924,C177,Christopher Blankenship,2025-06-29 08:30,Delivery,Beverage,Latte,2,15.13,30.26,Cash,-,-,Sunday,Breakfast,No onions
2925,C177,Christopher Blankenship,2025-10-02 14:15,Takeaway,Beverage,Green Smoothie,4,15.50,62.00,Card,-,-,Thursday,Lunch,
2926,C177,Christopher Blankenship,2025-02-20 20:30,Dine-In,Beverage,Fresh Orange Juice,3,19.52,58.56,Cash,Valeria,2,Thursday,Dinner,No onions
2927,C177,Christopher Blankenship,2025-05-01 19:45,Dine-In,Beverage,Mojito,3,15.75,47.25,Card,Carlos,6,Thursday,Dinner,
2928,C177,Christopher Blankenship,2025-02-27 21:50,Dine-In,Food,Sushi Roll,4,15.62,62.48,Cash,Miguel,17,Thursday,Dinner,
2929,C177,Christopher Blankenship,2025-08-18 14:40,Dine-In,Beverage,Cappuccino,3,19.33,57.99,Card,Valeria,12,Monday,Lunch,No onions
2930,C177,Christopher Blankenship,2025-02-05 19:45,Dine-In,Food,Grilled Chicken,4,12.66,50.64,Mobile Payment,Ana,12,Wednesday,Dinner,Extra napkins
2931,C177,Christopher Blankenship,2025-05-27 08:35,Delivery,Beverage,Iced Tea,3,17.43,52.29,Card,-,-,Tuesday,Breakfast,Less sugar
2932,C177,Christopher Blankenship,2025-05-06 12:30,Delivery,Beverage,Latte,4,13.80,55.20,Cash,-,-,Tuesday,Lunch,
2933,C180,Nicole Henry,2025-12-20 20:35,Delivery,Beverage,Mojito,2,12.46,24.92,Cash,-,-,Saturday,Dinner,Gluten-free
2934,C180,Nicole Henry,2025-03-21 19:10,Takeaway,Food,Beef Burger,2,12.77,25.54,Card,-,-,Friday,Dinner,
2935,C180,Nicole Henry,2025-02-05 12:40,Delivery,Food,Veggie Sandwich,2,17.83,35.66,Card,-,-,Wednesday,Lunch,
2936,C180,Nicole Henry,2025-09-10 21:20,Dine-In,Food,Beef Burger,3,12.77,38.31,Card,Juan,7,Wednesday,Dinner,No onions
2937,C180,Nicole Henry,2025-04-12 18:05,Delivery,Beverage,Green Smoothie,3,19.95,59.85,Card,-,-,Saturday,Dinner,No onions
2938,C180,Nicole Henry,2025-07-03 12:05,Takeaway,Beverage,Iced Tea,3,12.94,38.82,Mobile Payment,-,-,Thursday,Lunch,Less sugar
2939,C180,Nicole Henry,2025-05-10 13:45,Dine-In,Beverage,Cappuccino,4,16.79,67.16,Mobile Payment,Valeria,17,Saturday,Lunch,No onions
2940,C180,Nicole Henry,2025-08-02 19:30,Delivery,Food,Grilled Chicken,3,19.01,57.03,Cash,-,-,Saturday,Dinner,Less sugar
2941,C180,Nicole Henry,2025-10-29 12:50,Delivery,Food,Pasta Alfredo,2,12.09,24.18,Cash,-,-,Wednesday,Lunch,Less sugar
2942,C180,Nicole Henry,2025-01-18 08:45,Delivery,Beverage,Latte,2,13.80,27.60,Cash,-,-,Saturday,Breakfast,
2943,C180,Nicole Henry,2025-11-27 12:45,Delivery,Food,Grilled Chicken,2,12.79,25.58,Card,-,-,Thursday,Lunch,
2944,C180,Nicole Henry,2025-06-16 08:40,Takeaway,Food,Sushi Roll,3,17.14,51.42,Mobile Payment,-,-,Monday,Breakfast,
2945,C180,Nicole Henry,2025-08-16 19:00,Dine-In,Beverage,Latte,4,13.80,55.20,Mobile Payment,Valeria,30,Saturday,Dinner,Extra napkins
2946,C180,Nicole Henry,2025-01-09 14:35,Takeaway,Beverage,Mineral Water,4,18.46,73.84,Mobile Payment,-,-,Thursday,Lunch,
2947,C185,Richard Gilbert,2025-12-31 18:35,Takeaway,Beverage,Cappuccino,2,12.60,25.20,Mobile Payment,-,-,Wednesday,Dinner,Extra napkins
2948,C185,Richard Gilbert,2025-11-17 18:30,Dine-In,Food,Margherita Pizza,3,12.74,38.22,Mobile Payment,Ana,8,Monday,Dinner,Extra napkins
2949,C185,Richard Gilbert,2025-07-30 08:15,Delivery,Beverage,Cappuccino,3,18.61,55.83,Card,-,-,Wednesday,Breakfast,
2950,C185,Richard Gilbert,2025-04-06 18:20,Dine-In,Food,Margherita Pizza,3,18.74,56.22,Card,Valeria,8,Sunday,Dinner,Less sugar
2951,C185,Richard Gilbert,2025-05-18 18:35,Dine-In,Food,Caesar Salad,4,17.39,69.56,Card,Valeria,10,Sunday,Dinner,
2952,C185,Richard Gilbert,2025-01-28 13:00,Dine-In,Food,Caesar Salad,4,12.54,50.16,Cash,Valeria,7,Tuesday,Lunch,
2953,C185,Richard Gilbert,2025-03-29 21:40,Delivery,Beverage,Iced Tea,3,18.58,55.74,Cash,-,-,Saturday,Dinner,
2954,C185,Richard Gilbert,2025-10-04 19:00,Dine-In,Beverage,Green Smoothie,4,12.08,48.32,Mobile Payment,Ana,24,Saturday,Dinner,Extra napkins
2955,C185,Richard Gilbert,2025-02-24 20:05,Takeaway,Beverage,Green Smoothie,2,18.54,37.08,Cash,-,-,Monday,Dinner,Gluten-free
2956,C185,Richard Gilbert,2025-08-15 13:00,Delivery,Beverage,Iced Tea,4,19.74,78.96,Mobile Payment,-,-,Friday,Lunch,Extra napkins
2957,C185,Richard Gilbert,2025-06-18 20:40,Dine-In,Beverage,Latte,4,18.90,75.60,Cash,Valeria,20,Wednesday,Dinner,No onions
2958,C185,Richard Gilbert,2025-12-20 18:10,Delivery,Food,Caesar Salad,3,17.78,53.34,Mobile Payment,-,-,Saturday,Dinner,Less sugar
2959,C185,Richard Gilbert,2025-05-07 09:30,Dine-In,Food,Grilled Chicken,2,12.25,24.50,Card,Valeria,14,Wednesday,Breakfast,
2960,C185,Richard Gilbert,2025-03-27 13:40,Takeaway,Food,Veggie Sandwich,2,15.38,30.76,Mobile Payment,-,-,Thursday,Lunch,Extra napkins
2961,C185,Richard Gilbert,2025-06-14 12:10,Delivery,Beverage,Green Smoothie,3,13.21,39.63,Mobile Payment,-,-,Saturday,Lunch,
2962,C185,Richard Gilbert,2025-06-16 12:50,Dine-In,Food,Veggie Sandwich,4,12.31,49.24,Cash,Miguel,19,Monday,Lunch,
2963,C185,Richard Gilbert,2025-08-11 20:15,Dine-In,Food,Caesar Salad,4,19.77,79.08,Card,Carlos,19,Monday,Dinner,
2964,C185,Richard Gilbert,2025-04-29 19:05,Dine-In,Food,Caesar Salad,2,15.08,30.16,Card,Juan,5,Tuesday,Dinner,
2965,C185,Richard Gilbert,2025-05-04 20:30,Delivery,Beverage,Latte,2,15.21,30.42,Card,-,-,Sunday,Dinner,
2966,C185,Richard Gilbert,2025-11-04 18:05,Delivery,Beverage,Latte,3,15.21,45.63,Card,-,-,Tuesday,Dinner,
2967,C185,Richard Gilbert,2025-04-01 18:20,Takeaway,Beverage,Iced Tea,3,15.16,45.48,Card,-,-,Tuesday,Dinner,No onions
2968,C185,Richard Gilbert,2025-12-13 20:45,Delivery,Beverage,Mojito,3,15.93,47.79,Card,-,-,Saturday,Dinner,
2969,C185,Richard Gilbert,2025-08-04 08:00,Dine-In,Beverage,Green Smoothie,2,11.89,23.78,Cash,Valeria,21,Monday,Breakfast,Extra napkins
2970,C185,Richard Gilbert,2025-08-13 12:40,Takeaway,Food,Grilled Chicken,4,19.41,77.64,Card,-,-,Wednesday,Lunch,
2971,C185,Richard Gilbert,2025-03-29 18:15,Dine-In,Food,Margherita Pizza,4,13.39,53.56,Card,Valeria,13,Saturday,Dinner,
2972,C185,Richard Gilbert,2025-09-11 21:50,Takeaway,Food,Veggie Sandwich,2,15.38,30.76,Cash,-,-,Thursday,Dinner,No onions
2973,C186,Valerie Fox,2025-05-25 20:20,Takeaway,Beverage,Mineral Water,2,17.28,34.56,Cash,-,-,Sunday,Dinner,
2974,C186,Valerie Fox,2025-12-29 12:35,Dine-In,Food,Caesar Salad,2,19.04,38.08,Mobile Payment,Carlos,27,Monday,Lunch,
2975,C186,Valerie Fox,2025-01-19 08:00,Takeaway,Beverage,Fresh Orange Juice,4,19.00,76.00,Card,-,-,Sunday,Breakfast,
2976,C186,Valerie Fox,2025-07-04 18:05,Dine-In,Beverage,Cappuccino,3,16.29,48.87,Card,Carlos,22,Friday,Dinner,Less sugar
2977,C186,Valerie Fox,2025-09-21 21:50,Takeaway,Food,Margherita Pizza,4,13.78,55.12,Cash,-,-,Sunday,Dinner,Extra napkins
2978,C186,Valerie Fox,2025-02-09 19:20,Takeaway,Beverage,Fresh Orange Juice,2,16.79,33.58,Cash,-,-,Sunday,Dinner,
2979,C186,Valerie Fox,2025-11-04 18:20,Dine-In,Food,Beef Burger,2,19.66,39.32,Card,Carlos,23,Tuesday,Dinner,No onions
2980,C186,Valerie Fox,2025-08-10 19:15,Takeaway,Food,Margherita Pizza,2,19.53,39.06,Mobile Payment,-,-,Sunday,Dinner,
2981,C186,Valerie Fox,2025-03-09 13:30,Dine-In,Beverage,Latte,3,18.90,56.70,Mobile Payment,Juan,18,Sunday,Lunch,
2982,C186,Valerie Fox,2025-06-18 14:35,Dine-In,Food,Pasta Alfredo,2,19.01,38.02,Card,Miguel,13,Wednesday,Lunch,Less sugar
2983,C186,Valerie Fox,2025-10-26 08:45,Delivery,Food,Pasta Alfredo,2,18.53,37.06,Cash,-,-,Sunday,Breakfast,Gluten-free
2984,C186,Valerie Fox,2025-12-23 19:45,Delivery,Beverage,Cappuccino,2,13.30,26.60,Card,-,-,Tuesday,Dinner,No onions
2985,C186,Valerie Fox,2025-12-01 08:15,Dine-In,Food,Beef Burger,3,19.93,59.79,Mobile Payment,Carlos,3,Monday,Breakfast,Less sugar
2986,C187,Deanna Mendoza,2025-07-13 20:10,Dine-In,Food,Beef Burger,3,13.99,41.97,Card,Juan,30,Sunday,Dinner,No onions
2987,C187,Deanna Mendoza,2025-04-14 19:15,Dine-In,Beverage,Green Smoothie,2,18.54,37.08,Card,Carlos,15,Monday,Dinner,Less sugar
2988,C187,Deanna Mendoza,2025-06-11 20:40,Delivery,Beverage,Fresh Orange Juice,2,17.42,34.84,Cash,-,-,Wednesday,Dinner,Gluten-free
2989,C187,Deanna Mendoza,2025-12-24 20:15,Dine-In,Food,Sushi Roll,3,17.53,52.59,Card,Valeria,16,Wednesday,Dinner,
2990,C187,Deanna Mendoza,2025-09-05 18:20,Takeaway,Beverage,Mojito,4,14.09,56.36,Card,-,-,Friday,Dinner,Less sugar
2991,C187,Deanna Mendoza,2025-02-28 13:10,Dine-In,Food,Pasta Alfredo,4,18.53,74.12,Mobile Payment,Ana,9,Friday,Lunch,
2992,C187,Deanna Mendoza,2025-10-23 19:00,Dine-In,Food,Sushi Roll,4,18.22,72.88,Mobile Payment,Ana,19,Thursday,Dinner,No onions
2993,C187,Deanna Mendoza,2025-08-31 08:40,Takeaway,Food,Veggie Sandwich,4,12.31,49.24,Card,-,-,Sunday,Breakfast,
2994,C187,Deanna Mendoza,2025-05-24 12:05,Dine-In,Food,Veggie Sandwich,2,19.87,39.74,Mobile Payment,Carlos,14,Saturday,Lunch,No onions
2995,C187,Deanna Mendoza,2025-01-23 14:15,Takeaway,Beverage,Latte,2,16.14,32.28,Card,-,-,Thursday,Lunch,
2996,C187,Deanna Mendoza,2025-11-14 20:45,Takeaway,Food,Caesar Salad,3,12.54,37.62,Card,-,-,Friday,Dinner,
2997,C187,Deanna Mendoza,2025-10-29 09:05,Dine-In,Food,Veggie Sandwich,4,13.32,53.28,Card,Carlos,9,Wednesday,Breakfast,Less sugar
2998,C187,Deanna Mendoza,2025-03-16 13:30,Dine-In,Beverage,Latte,4,13.90,55.60,Card,Juan,1,Sunday,Lunch,Extra napkins
2999,C187,Deanna Mendoza,2025-11-20 13:50,Takeaway,Beverage,Fresh Orange Juice,4,19.00,76.00,Card,-,-,Thursday,Lunch,Extra napkins
3000,C187,Deanna Mendoza,2025-10-27 08:50,Takeaway,Food,Beef Burger,2,17.43,34.86,Mobile Payment,-,-,Monday,Breakfast,
3001,C187,Deanna Mendoza,2025-01-05 18:05,Dine-In,Food,Grilled Chicken,4,19.01,76.04,Mobile Payment,Juan,28,Sunday,Dinner,Gluten-free
3002,C187,Deanna Mendoza,2025-01-16 09:20,Dine-In,Beverage,Iced Tea,3,14.06,42.18,Cash,Juan,16,Thursday,Breakfast,
3003,C187,Deanna Mendoza,2025-09-05 18:35,Delivery,Food,Veggie Sandwich,2,19.38,38.76,Mobile Payment,-,-,Friday,Dinner,
3004,C190,Linda Cobb,2025-10-08 20:45,Delivery,Food,Caesar Salad,2,19.77,39.54,Cash,-,-,Wednesday,Dinner,Extra napkins
3005,C190,Linda Cobb,2025-05-21 18:30,Dine-In,Food,Sushi Roll,2,13.55,27.10,Card,Carlos,27,Wednesday,Dinner,Less sugar
3006,C190,Linda Cobb,2025-08-13 21:50,Dine-In,Beverage,Green Smoothie,3,13.81,41.43,Mobile Payment,Carlos,18,Wednesday,Dinner,Extra napkins
3007,C190,Linda Cobb,2025-04-12 20:40,Dine-In,Food,Sushi Roll,4,13.55,54.20,Mobile Payment,Valeria,22,Saturday,Dinner,Extra napkins
3008,C190,Linda Cobb,2025-09-06 08:40,Dine-In,Beverage,Latte,3,15.42,46.26,Mobile Payment,Juan,25,Saturday,Breakfast,No onions
3009,C190,Linda Cobb,2025-03-28 18:50,Takeaway,Beverage,Cappuccino,2,13.46,26.92,Cash,-,-,Friday,Dinner,
3010,C190,Linda Cobb,2025-06-28 13:20,Dine-In,Beverage,Mojito,4,17.64,70.56,Mobile Payment,Carlos,3,Saturday,Lunch,
3011,C190,Linda Cobb,2025-07-11 21:05,Delivery,Beverage,Iced Tea,2,12.94,25.88,Card,-,-,Friday,Dinner,No onions
3012,C190,Linda Cobb,2025-12-16 12:45,Dine-In,Beverage,Iced Tea,3,16.66,49.98,Cash,Valeria,17,Tuesday,Lunch,No onions
3013,C190,Linda Cobb,2025-02-14 09:30,Dine-In,Beverage,Mineral Water,4,18.10,72.40,Card,Carlos,2,Friday,Breakfast,Gluten-free
3014,C190,Linda Cobb,2025-11-02 12:15,Takeaway,Beverage,Cappuccino,2,13.30,26.60,Card,-,-,Sunday,Lunch,Gluten-free
3015,C190,Linda Cobb,2025-12-26 19:40,Dine-In,Beverage,Iced Tea,3,16.80,50.40,Cash,Miguel,22,Friday,Dinner,Extra napkins
3016,C190,Linda Cobb,2025-06-13 21:00,Dine-In,Beverage,Latte,3,16.14,48.42,Mobile Payment,Ana,5,Friday,Dinner,Less sugar
3017,C190,Linda Cobb,2025-04-04 19:20,Dine-In,Beverage,Latte,3,17.34,52.02,Mobile Payment,Juan,4,Friday,Dinner,
3018,C190,Linda Cobb,2025-04-22 19:35,Dine-In,Food,Caesar Salad,4,11.94,47.76,Cash,Juan,2,Tuesday,Dinner,
3019,C190,Linda Cobb,2025-05-31 13:40,Dine-In,Food,Sushi Roll,2,18.82,37.64,Mobile Payment,Carlos,22,Saturday,Lunch,
3020,C190,Linda Cobb,2025-05-28 20:30,Takeaway,Food,Sushi Roll,4,18.22,72.88,Card,-,-,Wednesday,Dinner,Extra napkins
3021,C190,Linda Cobb,2025-03-28 19:05,Dine-In,Beverage,Green Smoothie,4,15.50,62.00,Card,Miguel,27,Friday,Dinner,No onions
3022,C190,Linda Cobb,2025-12-18 18:50,Dine-In,Beverage,Mineral Water,2,16.04,32.08,Mobile Payment,Carlos,11,Thursday,Dinner,
3023,C190,Linda Cobb,2025-02-05 20:05,Dine-In,Food,Veggie Sandwich,3,14.27,42.81,Cash,Carlos,28,Wednesday,Dinner,Less sugar
3024,C190,Linda Cobb,2025-08-14 19:45,Delivery,Beverage,Fresh Orange Juice,2,13.62,27.24,Card,-,-,Thursday,Dinner,
3025,C190,Linda Cobb,2025-01-13 14:50,Dine-In,Food,Pasta Alfredo,4,15.71,62.84,Mobile Payment,Ana,29,Monday,Lunch,
3026,C190,Linda Cobb,2025-01-22 21:00,Dine-In,Food,Beef Burger,2,12.77,25.54,Mobile Payment,Ana,5,Wednesday,Dinner,
3027,C190,Linda Cobb,2025-04-30 19:40,Delivery,Beverage,Cappuccino,4,16.55,66.20,Card,-,-,Wednesday,Dinner,
3028,C190,Linda Cobb,2025-10-03 20:40,Dine-In,Beverage,Fresh Orange Juice,2,11.87,23.74,Card,Juan,6,Friday,Dinner,
3029,C190,Linda Cobb,2025-07-11 14:30,Dine-In,Beverage,Fresh Orange Juice,4,13.58,54.32,Mobile Payment,Miguel,29,Friday,Lunch,Less sugar
3030,C190,Linda Cobb,2025-07-17 20:30,Delivery,Food,Caesar Salad,3,12.88,38.64,Mobile Payment,-,-,Thursday,Dinner,Less sugar
3031,C190,Linda Cobb,2025-08-16 12:30,Dine-In,Food,Pasta Alfredo,2,15.56,31.12,Mobile Payment,Carlos,10,Saturday,Lunch,No onions
3032,C190,Linda Cobb,2025-12-12 09:50,Dine-In,Beverage,Iced Tea,4,16.68,66.72,Cash,Carlos,25,Friday,Breakfast,
3033,C192,Linda Meyer,2025-06-14 20:40,Dine-In,Beverage,Cappuccino,4,18.67,74.68,Card,Valeria,7,Saturday,Dinner,Extra napkins
3034,C192,Linda Meyer,2025-05-07 14:00,Dine-In,Food,Caesar Salad,2,16.60,33.20,Card,Juan,12,Wednesday,Lunch,Less sugar
3035,C192,Linda Meyer,2025-10-14 09:35,Delivery,Food,Veggie Sandwich,2,13.37,26.74,Cash,-,-,Tuesday,Breakfast,Extra napkins
3036,C192,Linda Meyer,2025-09-30 13:05,Takeaway,Food,Grilled Chicken,3,15.37,46.11,Mobile Payment,-,-,Tuesday,Lunch,Gluten-free
3037,C192,Linda Meyer,2025-01-04 13:10,Delivery,Food,Margherita Pizza,3,12.15,36.45,Card,-,-,Saturday,Lunch,Extra napkins
3038,C192,Linda Meyer,2025-02-08 19:00,Dine-In,Food,Margherita Pizza,4,18.58,74.32,Card,Carlos,11,Saturday,Dinner,
3039,C192,Linda Meyer,2025-12-24 19:05,Delivery,Beverage,Iced Tea,2,12.61,25.22,Cash,-,-,Wednesday,Dinner,
3040,C192,Linda Meyer,2025-04-08 09:15,Takeaway,Beverage,Iced Tea,4,18.58,74.32,Card,-,-,Tuesday,Breakfast,
3041,C192,Linda Meyer,2025-11-06 12:45,Dine-In,Beverage,Iced Tea,3,19.74,59.22,Mobile Payment,Ana,8,Thursday,Lunch,Less sugar
3042,C192,Linda Meyer,2025-07-12 09:00,Dine-In,Beverage,Iced Tea,4,16.66,66.64,Mobile Payment,Carlos,7,Saturday,Breakfast,Gluten-free
3043,C192,Linda Meyer,2025-03-31 09:45,Dine-In,Beverage,Mineral Water,2,18.10,36.20,Cash,Valeria,6,Monday,Breakfast,Extra napkins
3044,C192,Linda Meyer,2025-10-26 09:50,Dine-In,Food,Margherita Pizza,4,19.24,76.96,Card,Valeria,26,Sunday,Breakfast,Less sugar
3045,C192,Linda Meyer,2025-02-01 19:00,Dine-In,Food,Margherita Pizza,4,16.86,67.44,Mobile Payment,Valeria,24,Saturday,Dinner,
3046,C192,Linda Meyer,2025-08-12 19:20,Dine-In,Food,Margherita Pizza,2,18.88,37.76,Mobile Payment,Carlos,28,Tuesday,Dinner,
3047,C192,Linda Meyer,2025-07-14 12:20,Delivery,Beverage,Iced Tea,3,17.18,51.54,Mobile Payment,-,-,Monday,Lunch,
3048,C192,Linda Meyer,2025-11-06 19:00,Dine-In,Beverage,Iced Tea,2,17.44,34.88,Mobile Payment,Valeria,5,Thursday,Dinner,Extra napkins
3049,C192,Linda Meyer,2025-05-21 18:00,Delivery,Food,Caesar Salad,2,19.77,39.54,Cash,-,-,Wednesday,Dinner,
3050,C192,Linda Meyer,2025-05-05 18:20,Delivery,Beverage,Iced Tea,4,15.16,60.64,Card,-,-,Monday,Dinner,Extra napkins
3051,C192,Linda Meyer,2025-08-26 14:10,Dine-In,Food,Veggie Sandwich,2,12.53,25.06,Card,Valeria,1,Tuesday,Lunch,Less sugar
3052,C192,Linda Meyer,2025-07-27 14:45,Delivery,Beverage,Fresh Orange Juice,4,19.00,76.00,Mobile Payment,-,-,Sunday,Lunch,Gluten-free
3053,C192,Linda Meyer,2025-11-12 19:00,Dine-In,Beverage,Mineral Water,3,14.04,42.12,Mobile Payment,Juan,24,Wednesday,Dinner,
3054,C192,Linda Meyer,2025-08-16 18:35,Dine-In,Food,Pasta Alfredo,4,19.01,76.04,Card,Miguel,16,Saturday,Dinner,Gluten-free
3055,C192,Linda Meyer,2025-11-12 19:30,Dine-In,Food,Grilled Chicken,2,15.42,30.84,Card,Carlos,28,Wednesday,Dinner,Extra napkins
3056,C192,Linda Meyer,2025-12-04 09:40,Delivery,Food,Margherita Pizza,2,18.88,37.76,Mobile Payment,-,-,Thursday,Breakfast,No onions
3057,C192,Linda Meyer,2025-07-19 09:35,Takeaway,Beverage,Green Smoothie,4,13.33,53.32,Card,-,-,Saturday,Breakfast,
3058,C192,Linda Meyer,2025-03-10 19:30,Takeaway,Food,Margherita Pizza,2,12.08,24.16,Card,-,-,Monday,Dinner,
3059,C192,Linda Meyer,2025-06-10 09:10,Delivery,Food,Veggie Sandwich,2,18.04,36.08,Card,-,-,Tuesday,Breakfast,Gluten-free
3060,C192,Linda Meyer,2025-09-06 20:40,Dine-In,Beverage,Mojito,4,14.37,57.48,Card,Ana,23,Saturday,Dinner,No onions
3061,C192,Linda Meyer,2025-11-11 20:00,Dine-In,Beverage,Iced Tea,3,19.62,58.86,Cash,Valeria,23,Tuesday,Dinner,
3062,C192,Linda Meyer,2025-03-21 21:10,Dine-In,Beverage,Cappuccino,3,12.65,37.95,Mobile Payment,Valeria,30,Friday,Dinner,No onions
3063,C192,Linda Meyer,2025-12-28 20:15,Dine-In,Beverage,Mineral Water,3,18.97,56.91,Card,Ana,14,Sunday,Dinner,No onions
3064,C193,Richard Johnson,2025-02-01 14:15,Dine-In,Beverage,Fresh Orange Juice,3,16.80,50.40,Mobile Payment,Juan,5,Saturday,Lunch,Less sugar
3065,C193,Richard Johnson,2025-05-09 20:10,Dine-In,Food,Veggie Sandwich,4,18.04,72.16,Mobile Payment,Carlos,3,Friday,Dinner,
3066,C193,Richard Johnson,2025-10-05 13:30,Delivery,Beverage,Mojito,3,12.44,37.32,Cash,-,-,Sunday,Lunch,
3067,C193,Richard Johnson,2025-09-10 20:50,Dine-In,Beverage,Latte,3,14.84,44.52,Cash,Juan,21,Wednesday,Dinner,Extra napkins
3068,C193,Richard Johnson,2025-11-21 13:15,Takeaway,Food,Pasta Alfredo,3,17.38,52.14,Card,-,-,Friday,Lunch,Extra napkins
3069,C193,Richard Johnson,2025-04-23 14:10,Dine-In,Beverage,Green Smoothie,2,18.30,36.60,Card,Juan,28,Wednesday,Lunch,
3070,C193,Richard Johnson,2025-08-01 14:40,Dine-In,Food,Beef Burger,3,18.39,55.17,Mobile Payment,Juan,13,Friday,Lunch,Less sugar
3071,C193,Richard Johnson,2025-07-13 20:35,Dine-In,Beverage,Green Smoothie,4,18.54,74.16,Mobile Payment,Carlos,11,Sunday,Dinner,Gluten-free
3072,C193,Richard Johnson,2025-12-27 21:05,Delivery,Beverage,Mojito,4,12.34,49.36,Mobile Payment,-,-,Saturday,Dinner,
3073,C193,Richard Johnson,2025-03-08 09:35,Dine-In,Beverage,Mojito,3,14.09,42.27,Mobile Payment,Carlos,18,Saturday,Breakfast,
3074,C193,Richard Johnson,2025-01-25 18:05,Delivery,Beverage,Fresh Orange Juice,3,13.58,40.74,Card,-,-,Saturday,Dinner,Gluten-free
3075,C193,Richard Johnson,2025-01-17 19:30,Takeaway,Food,Beef Burger,4,18.39,73.56,Card,-,-,Friday,Dinner,No onions
3076,C193,Richard Johnson,2025-05-01 21:00,Dine-In,Beverage,Fresh Orange Juice,3,17.42,52.26,Card,Juan,8,Thursday,Dinner,
3077,C193,Richard Johnson,2025-12-01 13:10,Delivery,Food,Sushi Roll,3,16.11,48.33,Mobile Payment,-,-,Monday,Lunch,Gluten-free
3078,C193,Richard Johnson,2025-04-04 09:00,Takeaway,Beverage,Mineral Water,4,18.10,72.40,Card,-,-,Friday,Breakfast,
3079,C193,Richard Johnson,2025-02-22 09:50,Dine-In,Beverage,Iced Tea,4,15.04,60.16,Mobile Payment,Carlos,4,Saturday,Breakfast,
3080,C193,Richard Johnson,2025-03-14 20:15,Dine-In,Beverage,Latte,3,15.21,45.63,Cash,Juan,27,Friday,Dinner,Extra napkins
3081,C193,Richard Johnson,2025-04-10 08:40,Delivery,Beverage,Cappuccino,3,18.61,55.83,Card,-,-,Thursday,Breakfast,Less sugar
3082,C193,Richard Johnson,2025-04-08 12:00,Delivery,Food,Caesar Salad,2,15.45,30.90,Card,-,-,Tuesday,Lunch,
3083,C193,Richard Johnson,2025-07-31 20:05,Dine-In,Food,Margherita Pizza,2,14.30,28.60,Mobile Payment,Juan,17,Thursday,Dinner,No onions
3084,C193,Richard Johnson,2025-10-21 20:50,Delivery,Food,Veggie Sandwich,2,14.13,28.26,Card,-,-,Tuesday,Dinner,
